Forma	Frecuencia	Frec. norm.
convencido	11170	22.67
González	11169	22.67
operativo	11168	22.67
cartera	11163	22.66
notable	11159	22.65
talleres	11158	22.65
fruto	11158	22.65
tabaco	11151	22.63
efectiva	11147	22.62
noventa	11146	22.62
eje	11142	22.61
destrucción	11132	22.59
existir	11131	22.59
$	11130	22.59
luchar	11126	22.58
carbono	11120	22.57
advierte	11117	22.56
campañas	11114	22.56
India	11110	22.55
intentando	11106	22.54
moneda	11098	22.52
facilidad	11097	22.52
contribuir	11092	22.51
centrales	11089	22.51
Seguro	11085	22.5
récord	11081	22.49
mas	11068	22.46
Michael	11068	22.46
transparencia	11067	22.46
amante	11061	22.45
productividad	11059	22.45
adquirir	11059	22.45
Elena	11059	22.45
Rodríguez	11052	22.43
realizará	11051	22.43
tejido	11051	22.43
específico	11049	22.42
musicales	11048	22.42
obesidad	11045	22.42
Unos	11036	22.4
desaparición	11034	22.39
barra	11023	22.37
lento	11023	22.37
pintor	11021	22.37
ordenador	11021	22.37
hilo	11020	22.37
50%	11015	22.36
Ignacio	11015	22.36
Mis	11014	22.35
marcado	11013	22.35
Santo	11012	22.35
ámbitos	11007	22.34
Ayuntamiento	11007	22.34
trató	11003	22.33
extrema	11002	22.33
muchacha	11002	22.33
culturas	11000	22.33
pierna	10989	22.3
trimestre	10989	22.3
Latinoamérica	10986	22.3
colegas	10978	22.28
pacto	10978	22.28
sombras	10977	22.28
entregó	10977	22.28
izquierdo	10963	22.25
pelea	10952	22.23
protesta	10950	22.22
reserva	10950	22.22
patria	10939	22.2
femenina	10931	22.19
alcanzado	10928	22.18
argentinos	10926	22.18
convertir	10924	22.17
fácilmente	10923	22.17
surge	10921	22.17
poniendo	10913	22.15
claves	10913	22.15
específicos	10908	22.14
remedio	10906	22.13
electorales	10906	22.13
rico	10893	22.11
malas	10892	22.11
incorporación	10885	22.09
socio	10880	22.08
hectáreas	10877	22.08
vigente	10875	22.07
regulación	10873	22.07
Bien	10870	22.06
lograron	10870	22.06
quedé	10869	22.06
espero	10868	22.06
oscura	10865	22.05
occidental	10859	22.04
pérdidas	10856	22.03
VIH	10853	22.03
limpieza	10853	22.03
exportaciones	10852	22.03
grito	10851	22.02
Ciencia	10850	22.02
demandas	10844	22.01
misterio	10844	22.01
observación	10842	22.0
Dijo	10840	22.0
buscaba	10837	21.99
compromisos	10835	21.99
circulación	10826	21.97
muchísimo	10816	21.95
generan	10815	21.95
interacción	10814	21.95
montón	10812	21.94
curioso	10811	21.94
columna	10809	21.94
españolas	10809	21.94
Chávez	10802	21.92
apuntó	10801	21.92
capacitación	10800	21.92
ilegal	10800	21.92
referente	10795	21.91
asociados	10795	21.91
salieron	10794	21.91
pasajeros	10793	21.91
L	10792	21.9
cantar	10787	21.89
básica	10783	21.88
Alicia	10779	21.88
teléfonos	10778	21.87
requisitos	10773	21.86
código	10768	21.85
cubana	10766	21.85
salario	10758	21.83
paro	10757	21.83
ensayos	10755	21.83
semillas	10752	21.82
suena	10752	21.82
doy	10752	21.82
valoración	10736	21.79
decreto	10735	21.79
regresó	10731	21.78
mencionar	10719	21.76
recordaba	10717	21.75
artístico	10703	21.72
precisa	10702	21.72
c	10701	21.72
Segunda	10700	21.72
detectar	10699	21.71
previamente	10696	21.71
bebidas	10696	21.71
blancas	10694	21.7
amigas	10693	21.7
desierto	10692	21.7
ingredientes	10691	21.7
Valle	10690	21.7
trabajaba	10683	21.68
signos	10681	21.68
cajas	10676	21.67
reservas	10674	21.66
convivencia	10673	21.66
costumbres	10668	21.65
desaparecido	10657	21.63
afectan	10652	21.62
novio	10649	21.61
capa	10648	21.61
ríos	10638	21.59
mortalidad	10636	21.59
Rodrigo	10628	21.57
34	10623	21.56
nubes	10619	21.55
entrevistas	10617	21.55
Española	10612	21.54
sirvió	10609	21.53
apariencia	10609	21.53
enfermos	10608	21.53
humanas	10607	21.53
genética	10606	21.53
llamados	10601	21.52
imprescindible	10599	21.51
1992	10596	21.51
conforme	10596	21.51
ministros	10596	21.51
olvidado	10594	21.5
Arte	10593	21.5
consigue	10592	21.5
orientación	10585	21.48
consideración	10582	21.48
montañas	10582	21.48
desea	10581	21.47
presentaron	10579	21.47
ramas	10565	21.44
Sebastián	10564	21.44
nieve	10564	21.44
maneras	10559	21.43
aprendido	10558	21.43
escenas	10558	21.43
Bajo	10557	21.43
cotidiana	10556	21.42
sentidos	10554	21.42
poema	10549	21.41
V	10548	21.41
III	10547	21.41
reducido	10543	21.4
atractivo	10543	21.4
rurales	10534	21.38
deportivo	10533	21.38
bandera	10515	21.34
próximas	10510	21.33
abordar	10508	21.33
Alfonso	10507	21.32
indican	10505	21.32
inmediata	10503	21.32
obliga	10498	21.31
recoger	10493	21.3
salvar	10484	21.28
críticos	10482	21.27
paciencia	10481	21.27
complejidad	10477	21.26
Apple	10474	21.26
ruso	10473	21.26
marcó	10468	21.25
peligroso	10466	21.24
gustan	10466	21.24
Hubo	10464	21.24
medir	10463	21.24
estuve	10461	21.23
lesión	10457	21.22
gato	10455	21.22
proteínas	10451	21.21
beber	10449	21.21
intelectuales	10447	21.2
salsa	10446	21.2
gestos	10445	21.2
provocó	10444	21.2
revisar	10442	21.19
apartado	10436	21.18
ordenó	10430	21.17
Castillo	10429	21.17
chino	10427	21.16
gigante	10423	21.15
repetir	10422	21.15
llegando	10422	21.15
enemigos	10415	21.14
históricos	10415	21.14
sirven	10414	21.14
usan	10411	21.13
Cultural	10410	21.13
Sé	10406	21.12
provocar	10404	21.12
coronel	10399	21.11
apartamento	10395	21.1
significativo	10392	21.09
democrática	10391	21.09
cuartos	10390	21.09
Medicina	10383	21.07
urgencia	10378	21.06
recorrer	10373	21.05
prioridad	10372	21.05
consejos	10366	21.04
sienten	10360	21.03
examen	10352	21.01
dispone	10346	21.0
Otras	10342	20.99
entera	10341	20.99
doctora	10340	20.99
paquete	10340	20.99
comandante	10338	20.98
impulsar	10335	20.98
componente	10333	20.97
característica	10330	20.97
Apenas	10328	20.96
circuito	10327	20.96
mostrado	10327	20.96
feria	10326	20.96
quede	10324	20.95
correcto	10323	20.95
trabajado	10319	20.94
llave	10319	20.94
Nuestro	10317	20.94
cuantos	10313	20.93
negó	10313	20.93
inicia	10308	20.92
débil	10299	20.9
escrita	10291	20.89
intervenciones	10291	20.89
subió	10285	20.87
temperaturas	10281	20.87
ampliar	10276	20.86
realizados	10275	20.85
echar	10274	20.85
secretos	10273	20.85
dada	10270	20.84
felices	10270	20.84
poemas	10268	20.84
acudir	10265	20.83
2022	10262	20.83
humedad	10262	20.83
asociaciones	10260	20.82
ejercer	10258	20.82
varones	10257	20.82
Marco	10257	20.82
catalán	10256	20.82
encontrarse	10254	20.81
chocolate	10253	20.81
literaria	10246	20.79
Marta	10246	20.79
programación	10240	20.78
portal	10238	20.78
directores	10231	20.76
frecuentes	10227	20.76
polémica	10218	20.74
claras	10217	20.74
balance	10204	20.71
toman	10197	20.7
realizaron	10190	20.68
Eva	10166	20.63
cirugía	10165	20.63
plazas	10161	20.62
Robert	10160	20.62
colocar	10160	20.62
llegué	10158	20.62
1993	10152	20.6
barrios	10149	20.6
contactos	10148	20.6
compleja	10145	20.59
responsabilidades	10141	20.58
miradas	10140	20.58
correspondientes	10132	20.56
intensa	10130	20.56
habrían	10126	20.55
ADN	10124	20.55
dichos	10122	20.54
petición	10120	20.54
emisiones	10120	20.54
explicaciones	10120	20.54
construido	10113	20.52
tecnológico	10109	20.52
investigar	10106	20.51
escuchó	10103	20.5
Agencia	10101	20.5
Rey	10099	20.5
álbum	10097	20.49
manejar	10096	20.49
frutos	10092	20.48
senador	10086	20.47
filme	10084	20.47
sonrió	10080	20.46
muerta	10080	20.46
empezado	10079	20.46
clásica	10077	20.45
asistir	10072	20.44
conciertos	10067	20.43
limitaciones	10067	20.43
antecedentes	10064	20.43
Australia	10064	20.43
sobrevivir	10060	20.42
Municipal	10059	20.42
concluye	10058	20.41
hermosa	10058	20.41
Paul	10056	20.41
famosa	10051	20.4
profundamente	10049	20.39
símbolo	10048	20.39
finalidad	10048	20.39
magnitud	10041	20.38
deterioro	10039	20.37
disminuir	10039	20.37
resultaba	10037	20.37
despertar	10031	20.36
Pausa	10027	20.35
XXI	10027	20.35
metas	10026	20.35
labores	10025	20.35
trama	10024	20.34
negativo	10023	20.34
tecnológica	10020	20.34
unión	10018	20.33
primavera	10016	20.33
Castilla	10015	20.33
Tan	10011	20.32
islas	10003	20.3
colombianos	9999	20.29
seguirá	9990	20.28
urbana	9989	20.27
canto	9989	20.27
piano	9987	20.27
fija	9987	20.27
incluidos	9986	20.27
10%	9985	20.26
sorprendió	9982	20.26
=	9981	20.26
denominado	9981	20.26
eficiente	9975	20.24
droga	9969	20.23
registros	9968	20.23
hicimos	9968	20.23
supe	9967	20.23
asistentes	9966	20.23
respiración	9965	20.22
electricidad	9965	20.22
Humanos	9960	20.21
Irak	9957	20.21
rango	9956	20.21
48	9956	20.21
desaparecer	9955	20.2
anunciado	9953	20.2
organizar	9953	20.2
generado	9952	20.2
sesiones	9949	20.19
caminando	9948	20.19
Óscar	9947	20.19
muro	9944	20.18
comentario	9943	20.18
educativos	9943	20.18
rutina	9942	20.18
escaleras	9941	20.18
determinados	9940	20.17
inclusión	9940	20.17
radical	9939	20.17
estatales	9939	20.17
sostenible	9938	20.17
únicos	9923	20.14
fiebre	9923	20.14
constantemente	9922	20.14
espaldas	9915	20.12
Público	9913	20.12
compras	9913	20.12
muchachos	9911	20.11
alianza	9907	20.11
tropas	9907	20.11
efectivamente	9906	20.1
tela	9904	20.1
prevé	9902	20.1
cuidar	9901	20.09
normalmente	9900	20.09
norteamericano	9894	20.08
surgió	9889	20.07
acercarse	9885	20.06
testigo	9884	20.06
separación	9882	20.06
empecé	9877	20.05
Existen	9877	20.05
recoge	9873	20.04
aniversario	9870	20.03
virtud	9869	20.03
compuesto	9868	20.03
sentó	9866	20.02
corre	9865	20.02
participaron	9863	20.02
abiertas	9858	20.01
Joaquín	9849	19.99
campesinos	9847	19.98
vuelven	9843	19.98
expresiones	9839	19.97
desgracia	9838	19.97
Cristo	9836	19.96
solía	9835	19.96
suficientemente	9830	19.95
comenzado	9828	19.95
Ay	9819	19.93
revela	9815	19.92
cubanos	9815	19.92
caballos	9805	19.9
núcleo	9802	19.89
guitarra	9800	19.89
sugiere	9793	19.88
recibieron	9792	19.87
cigarrillo	9785	19.86
vocación	9781	19.85
reproducción	9779	19.85
rincón	9775	19.84
Recuerdo	9772	19.83
pendientes	9769	19.83
perdón	9751	19.79
olvido	9751	19.79
jurídica	9749	19.79
jornadas	9747	19.78
sonidos	9742	19.77
saludable	9737	19.76
decidieron	9733	19.75
Tienes	9719	19.72
Andalucía	9718	19.72
reflejo	9717	19.72
fila	9715	19.72
entregar	9709	19.7
renta	9707	19.7
escándalo	9704	19.69
énfasis	9703	19.69
lluvias	9702	19.69
Facultad	9697	19.68
discriminación	9695	19.68
ejercicios	9695	19.68
ciudadana	9694	19.67
expresar	9689	19.66
crónica	9684	19.65
bailar	9680	19.65
escritorio	9679	19.64
vídeo	9675	19.64
retorno	9674	19.63
dormido	9670	19.63
abogados	9664	19.61
Claudia	9664	19.61
jurídico	9660	19.61
proyección	9655	19.6
secundaria	9654	19.59
escolares	9645	19.57
colegios	9644	19.57
ejemplares	9638	19.56
James	9638	19.56
taxi	9635	19.55
enviar	9635	19.55
flujo	9634	19.55
clásicos	9631	19.55
literario	9630	19.54
Isla	9626	19.54
Pérez	9624	19.53
coches	9621	19.53
Somos	9619	19.52
creatividad	9619	19.52
vínculo	9617	19.52
músico	9617	19.52
aficionados	9615	19.51
participan	9615	19.51
pregunto	9614	19.51
alza	9610	19.5
correcta	9610	19.5
describe	9610	19.5
heridos	9610	19.5
leyenda	9608	19.5
necesitamos	9608	19.5
lee	9607	19.5
encontraban	9606	19.5
decirlo	9602	19.49
dispuestos	9597	19.48
afirmar	9596	19.48
multitud	9593	19.47
series	9591	19.47
Superior	9587	19.46
aceptó	9585	19.45
65	9580	19.44
registrado	9578	19.44
tardes	9578	19.44
mantenido	9578	19.44
sufre	9576	19.43
empate	9576	19.43
Asia	9574	19.43
reduce	9571	19.42
testigos	9570	19.42
accidentes	9561	19.4
Iván	9557	19.4
siquiera	9552	19.39
centímetros	9552	19.39
ubicada	9551	19.38
ocurrir	9551	19.38
departamentos	9548	19.38
dibujos	9547	19.38
vivimos	9546	19.37
añadir	9543	19.37
Mauricio	9543	19.37
específicas	9542	19.37
condena	9540	19.36
precisó	9536	19.35
secretaria	9535	19.35
estreno	9535	19.35
significativa	9530	19.34
cierra	9530	19.34
basa	9525	19.33
Guardia	9525	19.33
preocupa	9522	19.33
archivos	9519	19.32
cumplido	9519	19.32
dueños	9516	19.31
38	9515	19.31
retos	9510	19.3
internos	9509	19.3
desempleo	9506	19.29
enfrenta	9502	19.28
Fernández	9502	19.28
planificación	9498	19.28
harina	9498	19.28
jugó	9498	19.28
perdida	9497	19.27
supervivencia	9497	19.27
escuchado	9495	19.27
relatos	9494	19.27
jurado	9494	19.27
Toda	9490	19.26
té	9485	19.25
Cruz	9478	19.24
democrático	9478	19.24
alturas	9477	19.23
señalan	9476	19.23
testimonio	9476	19.23
prestigio	9473	19.23
materias	9473	19.23
colonia	9472	19.22
colombiana	9468	19.22
regla	9462	19.2
20%	9460	19.2
uniforme	9460	19.2
equivalente	9460	19.2
rodillas	9458	19.2
selva	9456	19.19
loca	9452	19.18
negras	9451	19.18
puse	9449	19.18
manifiesta	9447	19.17
ahorro	9445	19.17
Navidad	9442	19.16
cubierta	9441	19.16
clubes	9440	19.16
incapaz	9440	19.16
jefes	9440	19.16
permanecer	9437	19.15
sabían	9434	19.15
fresco	9426	19.13
visible	9424	19.13
1991	9418	19.11
reveló	9415	19.11
monto	9413	19.1
Mercedes	9403	19.08
bandas	9402	19.08
Dice	9402	19.08
G	9402	19.08
Alianza	9393	19.06
anoche	9392	19.06
manifestación	9391	19.06
genes	9389	19.06
manifiesto	9383	19.04
amarillo	9380	19.04
herida	9378	19.03
juvenil	9378	19.03
rescate	9377	19.03
Sería	9377	19.03
bloque	9377	19.03
empleado	9377	19.03
socialistas	9376	19.03
denuncias	9372	19.02
determinada	9370	19.02
cruzar	9365	19.01
relevantes	9364	19.0
siga	9362	19.0
fábrica	9362	19.0
justamente	9361	19.0
sentada	9354	18.98
Córdoba	9354	18.98
solicitud	9352	18.98
afectado	9350	18.98
salarios	9350	18.98
abandono	9348	18.97
37	9347	18.97
detenidos	9345	18.97
Marcelo	9341	18.96
mantenerse	9340	18.96
relevancia	9338	18.95
destacado	9338	18.95
fundación	9337	18.95
acusado	9336	18.95
escalera	9336	18.95
anuales	9333	18.94
territorial	9333	18.94
Federico	9333	18.94
intenciones	9333	18.94
metal	9329	18.93
necesito	9321	18.92
vacunas	9319	18.91
castigo	9316	18.91
combustible	9316	18.91
espiritual	9313	18.9
instrucciones	9311	18.9
listas	9309	18.89
nuclear	9309	18.89
básico	9307	18.89
caracteriza	9307	18.89
Código	9307	18.89
Presidencia	9302	18.88
comedor	9295	18.86
Victoria	9291	18.86
choque	9291	18.86
citado	9284	18.84
concluir	9282	18.84
huevo	9278	18.83
normativa	9277	18.83
actitudes	9275	18.82
prisa	9274	18.82
OMS	9270	18.81
llevará	9265	18.8
ingeniero	9262	18.8
créditos	9261	18.8
Gonzalo	9257	18.79
diaria	9253	18.78
liberación	9253	18.78
bonito	9243	18.76
Virgen	9243	18.76
aliento	9240	18.75
fruta	9240	18.75
42	9239	18.75
Hombre	9237	18.75
camiseta	9235	18.74
empezaba	9234	18.74
patrones	9234	18.74
Política	9233	18.74
ETA	9233	18.74
trajo	9230	18.73
interesantes	9230	18.73
sofá	9225	18.72
traer	9223	18.72
conviene	9222	18.72
habitaciones	9221	18.71
logro	9219	18.71
Santos	9218	18.71
deber	9215	18.7
competir	9214	18.7
suyos	9210	18.69
Nación	9210	18.69
deje	9209	18.69
Han	9206	18.68
cerrada	9205	18.68
abuso	9196	18.66
sufrimiento	9195	18.66
edades	9194	18.66
naranja	9194	18.66
metió	9192	18.66
aportar	9191	18.65
Mujer	9191	18.65
inevitable	9184	18.64
duró	9180	18.63
soporte	9179	18.63
esenciales	9179	18.63
moverse	9178	18.63
Jean	9174	18.62
utilizados	9170	18.61
residuos	9167	18.6
llegamos	9167	18.6
representar	9166	18.6
creciendo	9165	18.6
lago	9165	18.6
leyendo	9161	18.59
tormenta	9155	18.58
guarda	9154	18.58
ligeramente	9149	18.57
observó	9143	18.56
culpable	9140	18.55
independientes	9139	18.55
encuestas	9135	18.54
Franco	9134	18.54
muebles	9134	18.54
marcador	9129	18.53
terroristas	9126	18.52
profesora	9124	18.52
trastornos	9124	18.52
azules	9123	18.52
desastre	9123	18.52
cumpleaños	9121	18.51
logros	9121	18.51
juntas	9105	18.48
lógico	9104	18.48
posiblemente	9102	18.47
Están	9100	18.47
pollo	9098	18.46
obligaciones	9098	18.46
Rubén	9090	18.45
quiénes	9085	18.44
pausa	9084	18.44
llevaban	9081	18.43
conocemos	9078	18.42
contempla	9076	18.42
movilidad	9075	18.42
supuestamente	9071	18.41
comedia	9071	18.41
sufren	9070	18.41
Julián	9070	18.41
Galicia	9067	18.4
diera	9066	18.4
garantía	9066	18.4
tranquila	9065	18.4
75	9059	18.39
Colegio	9055	18.38
retrato	9053	18.37
básicas	9051	18.37
discursos	9049	18.36
enfrente	9049	18.36
volvieron	9046	18.36
reacciones	9044	18.35
Eres	9044	18.35
positivos	9043	18.35
Mariano	9038	18.34
escritos	9037	18.34
paga	9036	18.34
americano	9035	18.34
vencer	9035	18.34
leve	9031	18.33
registró	9028	18.32
ocupar	9028	18.32
Alguien	9027	18.32
gritó	9026	18.32
agrícola	9025	18.32
promesa	9022	18.31
desayuno	9021	18.31
pagos	9020	18.31
Max	9019	18.3
corporal	9017	18.3
convenio	9012	18.29
Supremo	9010	18.29
computadora	9009	18.28
coste	9009	18.28
integrado	9009	18.28
metido	9007	18.28
falso	9003	18.27
dejé	9000	18.27
verduras	8999	18.26
Hollywood	8999	18.26
embajador	8998	18.26
quinta	8995	18.26
cebolla	8989	18.24
orilla	8984	18.23
crece	8981	18.23
estable	8979	18.22
limpia	8976	18.22
garganta	8972	18.21
incrementar	8972	18.21
magia	8972	18.21
episodios	8971	18.21
invitado	8969	18.2
explosión	8968	18.2
hoteles	8966	18.2
estancia	8965	18.19
propuesto	8955	18.17
Berlín	8955	18.17
peces	8951	18.17
impide	8949	18.16
éramos	8948	18.16
horario	8944	18.15
escuchaba	8941	18.15
pantalones	8939	18.14
adicional	8930	18.12
espectacular	8930	18.12
controles	8923	18.11
utilidad	8922	18.11
pantalón	8922	18.11
Esos	8921	18.11
revés	8917	18.1
ingresar	8917	18.1
obtenido	8915	18.09
rivales	8909	18.08
azar	8909	18.08
modificar	8907	18.08
agradable	8906	18.07
bacterias	8900	18.06
bomba	8898	18.06
rayos	8893	18.05
estadísticas	8892	18.05
informado	8890	18.04
maestra	8889	18.04
disponibilidad	8887	18.04
drama	8887	18.04
herencia	8887	18.04
desigualdad	8877	18.02
votación	8875	18.01
entendido	8874	18.01
faltaba	8874	18.01
urgente	8866	17.99
corrientes	8862	17.99
Judicial	8862	17.99
comité	8861	17.98
Emilio	8859	17.98
participó	8859	17.98
determinación	8858	17.98
risas	8853	17.97
enviado	8853	17.97
calendario	8851	17.96
afrontar	8845	17.95
físicas	8845	17.95
inicios	8844	17.95
usando	8841	17.94
desafíos	8834	17.93
nave	8834	17.93
conduce	8833	17.93
novedad	8833	17.93
ácido	8831	17.92
venga	8831	17.92
250	8828	17.92
héroe	8824	17.91
fallo	8822	17.9
funcionar	8821	17.9
vegetales	8820	17.9
Paco	8819	17.9
llevando	8813	17.89
debes	8812	17.88
banca	8810	17.88
confusión	8810	17.88
aseguran	8808	17.88
volví	8808	17.88
tuvimos	8803	17.87
TV	8803	17.87
mito	8802	17.86
dibujo	8800	17.86
aparentemente	8796	17.85
Distrito	8795	17.85
sanitaria	8793	17.85
interpretar	8792	17.84
épocas	8789	17.84
venían	8786	17.83
ancho	8782	17.82
complejos	8781	17.82
ocupación	8781	17.82
conveniente	8774	17.81
oeste	8774	17.81
Turismo	8771	17.8
extremos	8771	17.8
elaborar	8770	17.8
cabezas	8768	17.79
entrado	8761	17.78
huelga	8761	17.78
cintura	8759	17.78
cuero	8756	17.77
Europea	8756	17.77
consumidor	8753	17.76
escasa	8750	17.76
Estudios	8746	17.75
rara	8744	17.75
cercanos	8743	17.74
apreciar	8741	17.74
específica	8740	17.74
suspensión	8739	17.74
Clara	8735	17.73
parto	8734	17.73
descripción	8731	17.72
envió	8725	17.71
Fuerzas	8722	17.7
empleos	8717	17.69
variable	8716	17.69
religiosa	8715	17.69
invitación	8715	17.69
Medellín	8714	17.68
buscó	8711	17.68
dedicó	8711	17.68
contento	8710	17.68
teatral	8709	17.67
candidatura	8709	17.67
publicaciones	8708	17.67
piensan	8697	17.65
eliminación	8696	17.65
infecciones	8695	17.65
impedir	8691	17.64
íbamos	8689	17.63
adolescencia	8688	17.63
600	8685	17.63
cansancio	8685	17.63
horno	8682	17.62
crema	8678	17.61
aprobó	8675	17.61
quedaban	8672	17.6
elegante	8670	17.6
celebra	8669	17.59
mencionado	8669	17.59
abandonado	8667	17.59
infierno	8667	17.59
considerada	8664	17.58
arco	8660	17.58
Martínez	8656	17.57
probabilidad	8655	17.57
determinadas	8655	17.57
Información	8653	17.56
solas	8648	17.55
peores	8647	17.55
Richard	8645	17.54
publicar	8642	17.54
cadenas	8639	17.53
Portugal	8638	17.53
renuncia	8636	17.53
habilidad	8634	17.52
gustado	8633	17.52
tomaron	8632	17.52
intimidad	8632	17.52
ubicación	8628	17.51
vestidos	8628	17.51
obtenidos	8624	17.5
montaje	8621	17.5
preguntaba	8617	17.49
afectar	8612	17.48
aporta	8611	17.48
cementerio	8611	17.48
